order_id,customer_name,email,email_valid,customer_age,order_date,product,category,price,quantity,country,sales_channel,payment_type,order_status,discount_applied,newsletter_signup,source_sheet
5352,Elena Romano,elena.romano44@gmail.com,false,,2024-05-27,Cap,Accessories,55.0,1,UK,Instagram,PayPal,Refunded,false,false,sheet1
5559,Elena Romano,elena.romano5559gmail.com,false,27,2024-05-28,Cap,Accessories,55.0,2,UK,Tiktok,PayPal,Completed,true,true,sheet1
5599,Elena Romano,elena.romano5599gmail.com,false,27,2024-05-28,Cap,Accessories,55.0,2,UK,Tiktok,PayPal,Completed,true,true,sheet1
5402,Elena Romano,elena.romano55gmail.com,false,22,2024-05-28,Cap,Accessories,45.0,0,UK,Tiktok,PayPal,Pending,true,false,sheet1
5639,Elena Romano,elena.romano5639gmail.com,false,27,2024-05-28,Cap,Accessories,55.0,2,UK,Tiktok,PayPal,Completed,true,true,sheet1
5679,Elena Romano,elena.romano5679gmail.com,false,27,2024-05-28,Cap,Accessories,55.0,2,UK,Tiktok,PayPal,Completed,true,true,sheet1
5043,Elena Romano,elena.romano56hotmail.com,false,22,2024-02-12,Cap,Accessories,45.0,1,UK,Facebook,PayPal,Refunded,true,false,sheet1
5719,Elena Romano,elena.romano5719gmail.com,false,27,2024-05-28,Cap,Accessories,55.0,2,UK,Tiktok,PayPal,Completed,true,true,sheet1
5759,Elena Romano,elena.romano5759gmail.com,false,27,2024-05-28,Cap,Accessories,55.0,2,UK,Tiktok,PayPal,Completed,true,true,sheet1
5799,Elena Romano,elena.romano5799gmail.com,false,27,2024-05-28,Cap,Accessories,55.0,2,UK,Tiktok,PayPal,Completed,true,true,sheet1
5839,Elena Romano,elena.romano5839gmail.com,false,27,2024-05-28,Cap,Accessories,55.0,2,UK,Tiktok,PayPal,Completed,true,true,sheet1
5879,Elena Romano,elena.romano5879gmail.com,false,27,2024-05-28,Cap,Accessories,55.0,2,UK,Tiktok,PayPal,Completed,true,true,sheet2
5919,Elena Romano,elena.romano5919gmail.com,false,27,2024-05-28,Cap,Accessories,55.0,2,UK,Tiktok,PayPal,Completed,true,true,sheet2
5959,Elena Romano,elena.romano5959gmail.com,false,27,2024-05-28,Cap,Accessories,55.0,2,UK,Tiktok,PayPal,Completed,true,true,sheet2
5999,Elena Romano,elena.romano5999gmail.com,false,27,2024-05-28,Cap,Accessories,55.0,2,UK,Tiktok,PayPal,Completed,true,true,sheet2
6039,Elena Romano,elena.romano6039gmail.com,false,27,2024-05-28,Cap,Accessories,55.0,2,UK,Tiktok,PayPal,Completed,true,true,sheet2
6079,Elena Romano,elena.romano6079gmail.com,false,27,2024-05-28,Cap,Accessories,55.0,2,UK,Tiktok,PayPal,Completed,true,true,sheet2
6119,Elena Romano,elena.romano6119gmail.com,false,27,2024-05-28,Cap,Accessories,55.0,2,UK,Tiktok,PayPal,Completed,true,true,sheet2
6159,Elena Romano,elena.romano6159gmail.com,false,27,2024-05-28,Cap,Accessories,55.0,2,UK,Tiktok,PayPal,Completed,true,true,sheet2
6199,Elena Romano,elena.romano6199gmail.com,false,27,2024-05-28,Cap,Accessories,55.0,2,UK,Tiktok,PayPal,Completed,true,true,sheet3
6239,Elena Romano,elena.romano6239gmail.com,false,27,2024-05-28,Cap,Accessories,55.0,2,UK,Tiktok,PayPal,Completed,true,true,sheet3
6279,Elena Romano,elena.romano6279gmail.com,false,27,2024-05-28,Cap,Accessories,55.0,2,UK,Tiktok,PayPal,Completed,true,true,sheet3
6319,Elena Romano,elena.romano6319gmail.com,false,27,2024-05-28,Cap,Accessories,55.0,2,UK,Tiktok,PayPal,Completed,true,true,sheet3
6359,Elena Romano,elena.romano6359gmail.com,false,27,2024-05-28,Cap,Accessories,55.0,2,UK,Tiktok,PayPal,Completed,true,true,sheet3
6399,Elena Romano,elena.romano6399gmail.com,false,27,2024-05-28,Cap,Accessories,55.0,2,UK,Tiktok,PayPal,Completed,true,true,sheet3
6439,Elena Romano,elena.romano6439gmail.com,false,27,2024-05-28,Cap,Accessories,55.0,2,UK,Tiktok,PayPal,Completed,true,true,sheet3
5519,Elena Romano,elena.romano77gmail.com,false,27,2024-05-28,Cap,Accessories,55.0,2,UK,Tiktok,PayPal,Completed,true,true,sheet1
5529,Elena Weber,elena.weber5529gmail.com,false,22,2024-05-27,Cap,Accessories,55.0,0,UK,Tiktok,PayPal,Pending,true,false,sheet1
5569,Elena Weber,elena.weber5569gmail.com,false,22,2024-05-27,Cap,Accessories,55.0,0,UK,Tiktok,PayPal,Pending,true,false,sheet1
5609,Elena Weber,elena.weber5609gmail.com,false,22,2024-05-27,Cap,Accessories,55.0,0,UK,Tiktok,PayPal,Pending,true,false,sheet1
5649,Elena Weber,elena.weber5649gmail.com,false,22,2024-05-27,Cap,Accessories,55.0,0,UK,Tiktok,PayPal,Pending,true,false,sheet1
5689,Elena Weber,elena.weber5689gmail.com,false,22,2024-05-27,Cap,Accessories,55.0,0,UK,Tiktok,PayPal,Pending,true,false,sheet1
5729,Elena Weber,elena.weber5729gmail.com,false,22,2024-05-27,Cap,Accessories,55.0,0,UK,Tiktok,PayPal,Pending,true,false,sheet1
5769,Elena Weber,elena.weber5769gmail.com,false,22,2024-05-27,Cap,Accessories,55.0,0,UK,Tiktok,PayPal,Pending,true,false,sheet1
5809,Elena Weber,elena.weber5809gmail.com,false,22,2024-05-27,Cap,Accessories,55.0,0,UK,Tiktok,PayPal,Pending,true,false,sheet1
5849,Elena Weber,elena.weber5849gmail.com,false,22,2024-05-27,Cap,Accessories,55.0,0,UK,Tiktok,PayPal,Pending,true,false,sheet1
5889,Elena Weber,elena.weber5889gmail.com,false,22,2024-05-27,Cap,Accessories,55.0,0,UK,Tiktok,PayPal,Pending,true,false,sheet2
5929,Elena Weber,elena.weber5929gmail.com,false,22,2024-05-27,Cap,Accessories,55.0,0,UK,Tiktok,PayPal,Pending,true,false,sheet2
5969,Elena Weber,elena.weber5969gmail.com,false,22,2024-05-27,Cap,Accessories,55.0,0,UK,Tiktok,PayPal,Pending,true,false,sheet2
6009,Elena Weber,elena.weber6009gmail.com,false,22,2024-05-27,Cap,Accessories,55.0,0,UK,Tiktok,PayPal,Pending,true,false,sheet2
6049,Elena Weber,elena.weber6049gmail.com,false,22,2024-05-27,Cap,Accessories,55.0,0,UK,Tiktok,PayPal,Pending,true,false,sheet2
6089,Elena Weber,elena.weber6089gmail.com,false,22,2024-05-27,Cap,Accessories,55.0,0,UK,Tiktok,PayPal,Pending,true,false,sheet2
6129,Elena Weber,elena.weber6129gmail.com,false,22,2024-05-27,Cap,Accessories,55.0,0,UK,Tiktok,PayPal,Pending,true,false,sheet2
6169,Elena Weber,elena.weber6169gmail.com,false,22,2024-05-27,Cap,Accessories,55.0,0,UK,Tiktok,PayPal,Pending,true,false,sheet2
6209,Elena Weber,elena.weber6209gmail.com,false,22,2024-05-27,Cap,Accessories,55.0,0,UK,Tiktok,PayPal,Pending,true,false,sheet3
6249,Elena Weber,elena.weber6249gmail.com,false,22,2024-05-27,Cap,Accessories,55.0,0,UK,Tiktok,PayPal,Pending,true,false,sheet3
6289,Elena Weber,elena.weber6289gmail.com,false,22,2024-05-27,Cap,Accessories,55.0,0,UK,Tiktok,PayPal,Pending,true,false,sheet3
6329,Elena Weber,elena.weber6329gmail.com,false,22,2024-05-27,Cap,Accessories,55.0,0,UK,Tiktok,PayPal,Pending,true,false,sheet3
6369,Elena Weber,elena.weber6369gmail.com,false,22,2024-05-27,Cap,Accessories,55.0,0,UK,Tiktok,PayPal,Pending,true,false,sheet3
6409,Elena Weber,elena.weber6409gmail.com,false,22,2024-05-27,Cap,Accessories,55.0,0,UK,Tiktok,PayPal,Pending,true,false,sheet3
6449,Elena Weber,elena.weber6449gmail.com,false,22,2024-05-27,Cap,Accessories,55.0,0,UK,Tiktok,PayPal,Pending,true,false,sheet3
5489,Elena Weber,elena.weber66gmail.com,false,22,2024-05-27,Cap,Accessories,55.0,0,UK,Tiktok,PayPal,Pending,true,false,sheet1
5449,Elena Weber,elena.weber90gmail.com,false,22,2024-05-27,Cap,Accessories,55.0,0,UK,Tiktok,PayPal,Pending,true,false,sheet1
5054,Ethan Ali,ethan.ali64@company.co,true,34,2024-02-12,Cap,Accessories,29.99,2,UK,Facebook,PayPal,Refunded,false,false,sheet1
5140,Ethan Fischer,ethan.fischer87company.co,false,18,2024-02-08,Cap,Accessories,,2,UK,Instagram,Google Pay,Cancelled,true,true,sheet1
5223,Ethan Ivanov,ethan.ivanov90@outlok.com,true,41,2024-01-17,Cap,Accessories,55.0,2,UK,Email,PayPal,Pending,false,false,sheet1
5271,Fatima Esposito,fatima.esposito90@outlok.com,true,,2024-03-08,Cap,Accessories,55.0,3,UK,Facebook,Google Pay,Pending,false,true,sheet1
5011,Fatima Wright,fatima.wright55@hotnail.com,true,,2024-04-18,Cap,Accessories,29.99,3,UK,Email,PayPal,Cancelled,true,false,sheet1
5094,Freya Conti,freya.conti85@outlok.com,true,,2024-04-15,Cap,Accessories,29.99,2,UK,Email,Apple Pay,Pending,false,true,sheet1
5100,Hannah Muller,hannah.muller22@gmail.com,false,34,2024-02-07,Cap,Accessories,29.99,0,UK,Facebook,PayPal,Cancelled,true,true,sheet1
5378,Harper Conti,harper.conti33gmail.com,false,27,2024-05-27,Cap,Accessories,45.0,3,UK,Tiktok,Google Pay,Pending,false,false,sheet1
5408,Harper Novak,harper.novak44@mail.com,true,,2024-05-29,Cap,Accessories,55.0,2,UK,Email,PayPal,Cancelled,true,false,sheet1
5535,Harper Novak,harper.novak5535@mail.com,true,,2024-05-29,Cap,Accessories,45.0,2,UK,Instagram,PayPal,Pending,true,false,sheet1
5575,Harper Novak,harper.novak5575@mail.com,true,,2024-05-29,Cap,Accessories,45.0,2,UK,Instagram,PayPal,Pending,true,false,sheet1
5438,Harper Novak,harper.novak55@mail.com,true,,2024-05-27,Cap,Accessories,45.0,1,UK,Instagram,PayPal,Pending,true,false,sheet1
5615,Harper Novak,harper.novak5615@mail.com,true,,2024-05-29,Cap,Accessories,45.0,2,UK,Instagram,PayPal,Pending,true,false,sheet1
5655,Harper Novak,harper.novak5655@mail.com,true,,2024-05-29,Cap,Accessories,45.0,2,UK,Instagram,PayPal,Pending,true,false,sheet1
5695,Harper Novak,harper.novak5695@mail.com,true,,2024-05-29,Cap,Accessories,45.0,2,UK,Instagram,PayPal,Pending,true,false,sheet1
5735,Harper Novak,harper.novak5735@mail.com,true,,2024-05-29,Cap,Accessories,45.0,2,UK,Instagram,PayPal,Pending,true,false,sheet1
5775,Harper Novak,harper.novak5775@mail.com,true,,2024-05-29,Cap,Accessories,45.0,2,UK,Instagram,PayPal,Pending,true,false,sheet1
5815,Harper Novak,harper.novak5815@mail.com,true,,2024-05-29,Cap,Accessories,45.0,2,UK,Instagram,PayPal,Pending,true,false,sheet1
5855,Harper Novak,harper.novak5855@mail.com,true,,2024-05-29,Cap,Accessories,45.0,2,UK,Instagram,PayPal,Pending,true,false,sheet2
5895,Harper Novak,harper.novak5895@mail.com,true,,2024-05-29,Cap,Accessories,45.0,2,UK,Instagram,PayPal,Pending,true,false,sheet2
5935,Harper Novak,harper.novak5935@mail.com,true,,2024-05-29,Cap,Accessories,45.0,2,UK,Instagram,PayPal,Pending,true,false,sheet2
5975,Harper Novak,harper.novak5975@mail.com,true,,2024-05-29,Cap,Accessories,45.0,2,UK,Instagram,PayPal,Pending,true,false,sheet2
6015,Harper Novak,harper.novak6015@mail.com,true,,2024-05-29,Cap,Accessories,45.0,2,UK,Instagram,PayPal,Pending,true,false,sheet2
6055,Harper Novak,harper.novak6055@mail.com,true,,2024-05-29,Cap,Accessories,45.0,2,UK,Instagram,PayPal,Pending,true,false,sheet2
6095,Harper Novak,harper.novak6095@mail.com,true,,2024-05-29,Cap,Accessories,45.0,2,UK,Instagram,PayPal,Pending,true,false,sheet2
6135,Harper Novak,harper.novak6135@mail.com,true,,2024-05-29,Cap,Accessories,45.0,2,UK,Instagram,PayPal,Pending,true,false,sheet2
6175,Harper Novak,harper.novak6175@mail.com,true,,2024-05-29,Cap,Accessories,45.0,2,UK,Instagram,PayPal,Pending,true,false,sheet2
6215,Harper Novak,harper.novak6215@mail.com,true,,2024-05-29,Cap,Accessories,45.0,2,UK,Instagram,PayPal,Pending,true,false,sheet3
6255,Harper Novak,harper.novak6255@mail.com,true,,2024-05-29,Cap,Accessories,45.0,2,UK,Instagram,PayPal,Pending,true,false,sheet3
6295,Harper Novak,harper.novak6295@mail.com,true,,2024-05-29,Cap,Accessories,45.0,2,UK,Instagram,PayPal,Pending,true,false,sheet3
6335,Harper Novak,harper.novak6335@mail.com,true,,2024-05-29,Cap,Accessories,45.0,2,UK,Instagram,PayPal,Pending,true,false,sheet3
6375,Harper Novak,harper.novak6375@mail.com,true,,2024-05-29,Cap,Accessories,45.0,2,UK,Instagram,PayPal,Pending,true,false,sheet3
6415,Harper Novak,harper.novak6415@mail.com,true,,2024-05-29,Cap,Accessories,45.0,2,UK,Instagram,PayPal,Pending,true,false,sheet3
6455,Harper Novak,harper.novak6455@mail.com,true,,2024-05-29,Cap,Accessories,45.0,2,UK,Instagram,PayPal,Pending,true,false,sheet3
5495,Harper Novak,harper.novak66@mail.com,true,,2024-05-29,Cap,Accessories,45.0,2,UK,Instagram,PayPal,Pending,true,false,sheet1
5455,Harper Novak,harper.novak90@mail.com,true,,2024-05-29,Cap,Accessories,45.0,2,UK,Instagram,PayPal,Pending,true,false,sheet1
5358,Harper Silva,harper.silva44@mail.com,true,,2024-05-28,Cap,Accessories,45.0,3,UK,Instagram,PayPal,Pending,true,false,sheet1
5328,Harper Weber,harper.weber90@mail.com,false,,2024-06-01,Cap,Accessories,45.0,0,UK,Instagram,PayPal,Cancelled,true,false,sheet1
5220,Harper Lopez,harperlopez@hotmail.com,true,22,2024-03-29,Cap,Accessories,29.99,1,UK,Email,Apple Pay,Pending,true,false,sheet1
5108,Isla Ali,isla.ali18@outlook.com,false,18,2024-03-29,Cap,Accessories,,1,UK,Email,Card,Pending,false,true,sheet1
5167,Isla Hassan,isla.hassan62@company.co,false,18,2024-02-25,Cap,Accessories,60.0,0,UK,Instagram,Apple Pay,Completed,true,false,sheet1
5364,Isla Romano,isla.romano44@mail.com,false,,2024-05-29,Cap,Accessories,55.0,1,UK,Instagram,PayPal,Refunded,false,false,sheet1
5461,Isla Silva,isla.silva22@gmail.com,true,27,2024-05-27,Cap,Accessories,45.0,3,UK,Instagram,PayPal,Refunded,true,false,sheet1
5384,Isla Silva,isla.silva33gmail.com,false,22,2024-05-26,Cap,Accessories,55.0,0,UK,Tiktok,PayPal,Pending,true,false,sheet1
5541,Isla Silva,isla.silva5541@gmail.com,true,27,2024-05-27,Cap,Accessories,45.0,3,UK,Instagram,PayPal,Refunded,true,false,sheet1
5581,Isla Silva,isla.silva5581@gmail.com,true,27,2024-05-27,Cap,Accessories,45.0,3,UK,Instagram,PayPal,Refunded,true,false,sheet1
5621,Isla Silva,isla.silva5621@gmail.com,true,27,2024-05-27,Cap,Accessories,45.0,3,UK,Instagram,PayPal,Refunded,true,false,sheet1
5661,Isla Silva,isla.silva5661@gmail.com,true,27,2024-05-27,Cap,Accessories,45.0,3,UK,Instagram,PayPal,Refunded,true,false,sheet1
5701,Isla Silva,isla.silva5701@gmail.com,true,27,2024-05-27,Cap,Accessories,45.0,3,UK,Instagram,PayPal,Refunded,true,false,sheet1
5741,Isla Silva,isla.silva5741@gmail.com,true,27,2024-05-27,Cap,Accessories,45.0,3,UK,Instagram,PayPal,Refunded,true,false,sheet1
5781,Isla Silva,isla.silva5781@gmail.com,true,27,2024-05-27,Cap,Accessories,45.0,3,UK,Instagram,PayPal,Refunded,true,false,sheet1
5821,Isla Silva,isla.silva5821@gmail.com,true,27,2024-05-27,Cap,Accessories,45.0,3,UK,Instagram,PayPal,Refunded,true,false,sheet1
5861,Isla Silva,isla.silva5861@gmail.com,true,27,2024-05-27,Cap,Accessories,45.0,3,UK,Instagram,PayPal,Refunded,true,false,sheet2
5901,Isla Silva,isla.silva5901@gmail.com,true,27,2024-05-27,Cap,Accessories,45.0,3,UK,Instagram,PayPal,Refunded,true,false,sheet2
5941,Isla Silva,isla.silva5941@gmail.com,true,27,2024-05-27,Cap,Accessories,45.0,3,UK,Instagram,PayPal,Refunded,true,false,sheet2
5981,Isla Silva,isla.silva5981@gmail.com,true,27,2024-05-27,Cap,Accessories,45.0,3,UK,Instagram,PayPal,Refunded,true,false,sheet2
6021,Isla Silva,isla.silva6021@gmail.com,true,27,2024-05-27,Cap,Accessories,45.0,3,UK,Instagram,PayPal,Refunded,true,false,sheet2
6061,Isla Silva,isla.silva6061@gmail.com,true,27,2024-05-27,Cap,Accessories,45.0,3,UK,Instagram,PayPal,Refunded,true,false,sheet2
6101,Isla Silva,isla.silva6101@gmail.com,true,27,2024-05-27,Cap,Accessories,45.0,3,UK,Instagram,PayPal,Refunded,true,false,sheet2
6141,Isla Silva,isla.silva6141@gmail.com,true,27,2024-05-27,Cap,Accessories,45.0,3,UK,Instagram,PayPal,Refunded,true,false,sheet2
6181,Isla Silva,isla.silva6181@gmail.com,true,27,2024-05-27,Cap,Accessories,45.0,3,UK,Instagram,PayPal,Refunded,true,false,sheet2
6221,Isla Silva,isla.silva6221@gmail.com,true,27,2024-05-27,Cap,Accessories,45.0,3,UK,Instagram,PayPal,Refunded,true,false,sheet3
6261,Isla Silva,isla.silva6261@gmail.com,true,27,2024-05-27,Cap,Accessories,45.0,3,UK,Instagram,PayPal,Refunded,true,false,sheet3
6301,Isla Silva,isla.silva6301@gmail.com,true,27,2024-05-27,Cap,Accessories,45.0,3,UK,Instagram,PayPal,Refunded,true,false,sheet3
